x,y,title,player,population,alliance,tribe,uid,aid,did
178,-33,Village mvv Köyü,mvv,10,Tribe Gauls,Gauls,16728,,59748
181,-18,Village Деревня Shredder,Shredder,10,Tribe Gauls,Gauls,16923,,60012
180,-19,Village ydogan62 Köyü,ydogan62,10,Tribe Gauls,Gauls,16735,,59755
177,-20,Village Vesnice: DirtyWolf_00,DirtyWolf_00,10,Tribe Gauls,Gauls,16184,,59144
183,-24,Village SonOfCaesar`s village,SonOfCaesar,10,Tribe Romans,Romans,17520,,60815
180,-7,Village DuckDodg3rs χωριό,DuckDodg3rs,10,Tribe Gauls,Gauls,16554,,59555
184,-10,Village mskeeğk Köyü,mskeeğk,10,Tribe Gauls,Gauls,17313,,60549
184,-13,Village Vesnice: BigonDickon,BigonDickon,10,Tribe Gauls,Gauls,17312,,60548
176,-4,Village Osada: BartMaly,BartMaly,10,Tribe Gauls,Gauls,15826,,58749
180,6,Village Dorf von Boinsen,Boinsen,10,Tribe Gauls,Gauls,16296,,59273
182,21,Village Osada: Krjusz,Krjusz,10,Tribe Gauls,Gauls,16861,,59916
182,16,Village MDMIII`s village,MDMIII,10,Tribe Gauls,Gauls,16851,,59905
179,33,Village KutayUlgen Köyü,KutayUlgen,10,Tribe Gauls,Gauls,16737,,59757
180,32,Village aeyubogluu Köyü,aeyubogluu,10,Tribe Gauls,Gauls,16912,,59998
182,43,Village Village de TheSnake,TheSnake,10,Tribe Gauls,Gauls,17764,,61119
176,52,Village Villaggio di axel1996,axel1996,10,Tribe Romans,Romans,17176,,60332
178,56,Village ukra`s village,ukra,10,Tribe Romans,Romans,17766,,61121
185,73,Village slaud68`s village,slaud68,10,Tribe Gauls,Gauls,20166,,64219
181,68,Village Aldea de Caudillo,Caudillo,10,Tribe Gauls,Gauls,18924,,62577
181,66,Village BlueSnow`s village,BlueSnow,10,Tribe Gauls,Gauls,18923,,62575
182,82,Village Vesnice: Foxicek,Foxicek,10,Tribe Gauls,Gauls,20383,,64468
180,79,Village Kasper09`s village,Kasper09,10,Tribe Gauls,Gauls,19665,,63592
179,77,Village Pardsss`s village,Pardsss,10,Tribe Gauls,Gauls,19340,,63164
176,102,Village Village de Ayfan,Ayfan,10,Tribe Gauls,Gauls,20937,,65230
178,100,Village Деревня Teriboki,Teriboki,10,Tribe Romans,Romans,21116,,65452
183,99,Village Aldeia do smbr,smbr,10,Tribe Romans,Romans,21718,,66145
184,97,Village Osada: joszka,joszka,10,Tribe Gauls,Gauls,21717,,66144
179,112,Village Aldea de Eneida,Eneida,10,Tribe Gauls,Gauls,22129,,66667
178,111,Village TheWarriorZRTZ`s village,TheWarriorZRTZ,10,Tribe Gauls,Gauls,21983,,66475
179,118,Village Osada: Adiwaldus,Adiwaldus,10,Tribe Gauls,Gauls,22477,,67074
178,117,Village Bobley`s by,Bobley,10,Tribe Teutons,Teutons,22365,,66946
185,143,Village Villaggio di Mauiré,Mauiré,10,Tribe Gauls,Gauls,24408,,69446
179,136,Village Dekaryan Köyü,Dekaryan,10,Tribe Gauls,Gauls,23646,,68561
176,152,Village Satul lui DecebalBure,DecebalBure,10,Tribe Gauls,Gauls,24325,,69351
183,162,Village Villaggio di MysticMaster26,MysticMaster26,10,Tribe Gauls,Gauls,25045,,70276
185,156,Village Dorf von brudilette36,brudilette36,10,Tribe Gauls,Gauls,24950,,70145
183,171,Village Pelaajan cheercold kylä,cheercold,10,Tribe Gauls,Gauls,25394,,70676
181,170,Village kursad Köyü,kursad,10,Tribe Teutons,Teutons,25287,,70552
178,167,Village Castim/sostinė,Castim,10,Tribe Gauls,Gauls,25075,,70311
177,181,Village Knokto Köyü,Knokto,10,Tribe Gauls,Gauls,25552,,70858
181,180,Village aliöztürk Köyü,aliöztürk,10,Tribe Teutons,Teutons,25633,,70947
179,192,Village Vesnice: MajkyDemon,MajkyDemon,10,Tribe Gauls,Gauls,25900,,71267
178,196,Village Village de CRLN31,CRLN31,10,Tribe Gauls,Gauls,25996,,71386
187,197,Village KornisLT/sostinė,KornisLT,10,Tribe Teutons,Teutons,26131,,71548
189,-198,Village Alazalp Köyü,Alazalp,10,Tribe Gauls,Gauls,26141,,71558
194,-190,Village thedevsadd`s village,thedevsadd,10,Tribe Gauls,Gauls,26134,,71551
190,-191,Village Vesnice: Zivnix,Zivnix,10,Tribe Gauls,Gauls,26086,,71496
194,-178,Village kursunkalem`s village,kursunkalem,10,Tribe Gauls,Gauls,25953,,71329
195,-180,Village Vesnice: Klaryys,Klaryys,10,Tribe Gauls,Gauls,26012,,71412
195,-174,Village qairro/sostinė,qairro,10,Tribe Gauls,Gauls,25882,,71240
188,-159,Village Aldeia do Himmer,Himmer,10,Tribe Gauls,Gauls,25230,,70484
195,-162,Village Villaggio di tolky,tolky,10,Tribe Gauls,Gauls,25618,,70930
188,-154,Village Shepherd faluja,Shepherd,10,Tribe Gauls,Gauls,25055,,70286
190,-138,Village Satul lui Andruskha,Andruskha,10,Tribe Romans,Romans,24525,,69603
191,-141,Village Uuppa`s village,Uuppa,10,Tribe Gauls,Gauls,24667,,69777
188,-143,Village Vesnice: majky,majky,10,Tribe Gauls,Gauls,24602,,69700
191,-128,Village Деревня Sovenok,Sovenok,10,Tribe Gauls,Gauls,24121,,69110
195,-119,Village Aldeia do Carlitos86,Carlitos86,10,Tribe Gauls,Gauls,23956,,68918
186,-120,Village Hadrianus`s village,Hadrianus,10,Tribe Romans,Romans,23325,,68161
187,-121,Village Zeratull Köyü,Zeratull,10,Tribe Teutons,Teutons,23525,,68425
188,-108,Village Деревня Grifin,Grifin,10,Tribe Gauls,Gauls,22922,,67655
195,-109,Village RedGuardian12`s village,RedGuardian12,10,Tribe Gauls,Gauls,23528,,68428
195,-114,Village Деревня DirtyTeuton357,DirtyTeuton357,10,Tribe Gauls,Gauls,23800,,68736
195,-99,Village MonkeyDLuffy`s village,MonkeyDLuffy,10,Tribe Gauls,Gauls,23144,,67946
186,-87,Village idan225`s village,idan225,10,Tribe Gauls,Gauls,21390,,65784
192,-88,Village Village de Xav,Xav,10,Tribe Gauls,Gauls,22206,,66756
192,-66,Village Aldeia do Daniel Ferreira,Daniel Ferreira,10,Tribe Gauls,Gauls,21062,,65377
193,-67,Village Osada: Hsb,Hsb,10,Tribe Romans,Romans,21214,,65575
187,-71,Village ell`s village,ell,10,Tribe Romans,Romans,20518,,64642
188,-72,Village Naselje - xpincc,xpincc,10,Tribe Teutons,Teutons,20702,,64959
190,-74,Village Aldea de Dondentrits,Dondentrits,10,Tribe Gauls,Gauls,21213,,65574
189,-57,Village Pelaajan Millain3n kylä,Millain3n,10,Tribe Gauls,Gauls,19876,,63862
188,-59,Village Osada: PedroP,PedroP,10,Tribe Gauls,Gauls,19875,,63861
190,-64,Village Satul lui UnkleVanea,UnkleVanea,10,Tribe Gauls,Gauls,20522,,64648
190,-46,Village RevenqeR Köyü,RevenqeR,10,Tribe Gauls,Gauls,19508,,63370
192,-54,Village EpicAxe`s village,EpicAxe,10,Tribe Teutons,Teutons,20323,,64399
194,-26,Village Villaggio di ciroric99,ciroric99,10,Tribe Gauls,Gauls,19696,,63643
188,-28,Village Thiby faluja,Thiby,10,Tribe Gauls,Gauls,18476,,62018
193,-17,Village MuayThaison naselje,MuayThaison,10,Tribe Teutons,Teutons,19268,,63082
195,-18,Village Flagz`s village,Flagz,10,Tribe Gauls,Gauls,19699,,63646
193,-22,Village Градът на baago,baago,10,Tribe Gauls,Gauls,19267,,63080
188,-6,Village Aldea de meloncita,meloncita,10,Tribe Gauls,Gauls,18118,,61540
187,-3,Village Aldeia do TheSnow,TheSnow,10,Tribe Romans,Romans,17910,,61292
195,14,Village Villaggio di Revueltho,Revueltho,10,Tribe Teutons,Teutons,19449,,63286
188,9,Village BattleAttacker`s village,BattleAttacker,10,Tribe Teutons,Teutons,17817,,61179
192,9,Village Osada: Yarevitch,Yarevitch,10,Tribe Gauls,Gauls,18584,,62144
187,42,Village Dedina: koko,koko,10,Tribe Gauls,Gauls,18623,,62197
195,41,Village HaLo Köyü,HaLo,10,Tribe Teutons,Teutons,20107,,64145
191,39,Village stampy`s village,stampy,10,Tribe Gauls,Gauls,19331,,63154
193,39,Village Natars 193|39,Natars,10,Tribe Natars,Natars,1,,63481
186,64,Village Osada: Koprosky,Koprosky,10,Tribe Gauls,Gauls,19627,,63529
192,74,Village Villaggio di GREGORIO,GREGORIO,10,Tribe Gauls,Gauls,21374,,65767
194,74,Village Aldea de Exon610,Exon610,10,Tribe Gauls,Gauls,21670,,66091
188,73,Village Village de sifarimonu,sifarimonu,10,Tribe Romans,Romans,20676,,64919
191,73,Village Osada: gaaaceek,gaaaceek,10,Tribe Romans,Romans,21098,,65430
192,70,Village Aldea de RiconeRicen,RiconeRicen,10,Tribe Teutons,Teutons,21084,,65415
195,70,Village HellTomato`s village,HellTomato,10,Tribe Gauls,Gauls,21477,,65878
188,68,Village Moe`s village,Moe,10,Tribe Gauls,Gauls,20380,,64465
186,67,Village Osada: Odnowy,Odnowy,10,Tribe Gauls,Gauls,19950,,63972
194,66,Village Osada: Fluorescent,Fluorescent,10,Tribe Gauls,Gauls,21189,,65543
193,83,Village strawberrysyrup`s village,strawberrysyrup,10,Tribe Romans,Romans,21951,,66431
189,94,Village KDR Köyü,KDR,10,Tribe Gauls,Gauls,22092,,66624
193,92,Village tnstrs/sostinė,tnstrs,10,Tribe Gauls,Gauls,22386,,66968
190,88,Village markhor Köyü,markhor,10,Tribe Gauls,Gauls,21856,,66298
195,87,Village Vesnice: Tomason,Tomason,10,Tribe Gauls,Gauls,22385,,66967
194,102,Village MindfulSnake naselje,MindfulSnake,10,Tribe Gauls,Gauls,23023,,67797
192,98,Village Osada: G79,G79,10,Tribe Gauls,Gauls,22700,,67382
190,122,Village Village de raven57,raven57,10,Tribe Gauls,Gauls,23732,,68660
189,133,Village Villaggio di Morgana23,Morgana23,10,Tribe Gauls,Gauls,24091,,69075
191,129,Village Aldea de Miquel82,Miquel82,10,Tribe Gauls,Gauls,24057,,69036
195,129,Village Деревня Skay27,Skay27,10,Tribe Teutons,Teutons,24378,,69413
193,127,Village urgith`s village,urgith,10,Tribe Gauls,Gauls,24085,,69068
188,126,Village Osada: Pancio42,Pancio42,10,Tribe Gauls,Gauls,23734,,68663
189,141,Village Fierce Köyü,Fierce,10,Tribe Gauls,Gauls,24511,,69575
192,151,Village Vesnice: Vjenceslav,Vjenceslav,10,Tribe Gauls,Gauls,25028,,70258
188,150,Village Natars 188|150,Natars,10,Tribe Natars,Natars,1,,70051
188,162,Village htklmn Köyü,htklmn,10,Tribe Romans,Romans,25286,,70551
186,161,Village Village de Redaced,Redaced,10,Tribe Gauls,Gauls,25182,,70432
189,158,Village mattncavatn´s Dorp,mattncavatn,10,Tribe Gauls,Gauls,25181,,70431
190,171,Village karabela Köyü,karabela,10,Tribe Gauls,Gauls,25692,,71016
195,184,Village Vesnice: bojko,bojko,10,Tribe Gauls,Gauls,26061,,71466
187,182,Village Osada: Archero,Archero,10,Tribe Gauls,Gauls,25864,,71218
-200,-11,Village SmtZ Köyü,SmtZ,9,Tribe Gauls,Gauls,20486,,64589
-200,13,Village Osada: ggbambik,ggbambik,9,Tribe Gauls,Gauls,20201,,64258
-200,74,Village Natars -200|74,Natars,9,Tribe Natars,Natars,1,,66817
-199,-139,Village KisReni faluja,KisReni,9,Tribe Gauls,Gauls,25039,,70270
-199,27,Village Villaggio di King Duck,King Duck,9,Tribe Teutons,Teutons,20418,,64505
-199,60,Village martizasssss/sostinė,martizasssss,9,Tribe Gauls,Gauls,21586,,66002
-199,67,Village Osada: gregor420,gregor420,9,Tribe Romans,Romans,21854,,66296
-199,94,Village suji`s village,suji,9,Tribe Romans,Romans,23071,,67857
-199,99,Village Vesnice: Patrik,Patrik,9,Tribe Romans,Romans,23262,,68088
-199,117,Village highf4ther Köyü,highf4ther,9,Tribe Gauls,Gauls,24123,,69112
-198,-121,Village Osada: RedGunner94,RedGunner94,9,Tribe Romans,Romans,24284,,69304
-198,-19,Village Osada: GoldDefender69,GoldDefender69,9,Tribe Gauls,Gauls,20279,,64345
-198,20,Village Pelaajan Lakkimies kylä,Lakkimies,9,Tribe Gauls,Gauls,19987,,64011
-198,37,Village MQQ`s village,MQQ,9,Tribe Teutons,Teutons,20436,,64526
-198,128,Village Trabz10 Köyü,Trabz10,9,Tribe Gauls,Gauls,24506,,69569
-198,179,Village PersianKing`s village,PersianKing,9,Tribe Gauls,Gauls,26020,,71424
-197,-43,Village Naselje - Blenda,Blenda,9,Tribe Gauls,Gauls,20839,,65115
-197,-36,Village Aldeia do BrightSenator,BrightSenator,9,Tribe Gauls,Gauls,20476,,64575
-197,38,Village Village de liwooooc,liwooooc,9,Tribe Romans,Romans,20444,,64534
-197,83,Village Hendek54 Köyü,Hendek54,9,Tribe Romans,Romans,22391,,66974
-196,-174,Village kingjongs´s Dorp,kingjongs,9,Tribe Gauls,Gauls,25916,,71285
-196,79,Village Balamir Köyü,Balamir,9,Tribe Gauls,Gauls,22063,,66592
-196,131,Village alon85`s village,alon85,9,Tribe Gauls,Gauls,24507,,69570
-196,197,Village Village de ActiveConcept,ActiveConcept,9,Tribe Gauls,Gauls,26199,,71631
-195,-92,Village Fuad`s village,Fuad,9,Tribe Romans,Romans,22782,,67489
-195,8,Village Osada: Mhadox,Mhadox,9,Tribe Gauls,Gauls,19178,,62971
-195,19,Village gaz´s Dorp,gaz,9,Tribe Teutons,Teutons,19417,,63249
-195,41,Village Dorf von BattleHeroMo,BattleHeroMo,9,Tribe Romans,Romans,20038,,64069
-194,-26,Village fofodubai village,fofodubai,9,Tribe Gauls,Gauls,19644,,63566
-194,0,Village Marble`s village,Marble,9,Tribe Teutons,Teutons,18949,,62609
-193,-181,Village Dorf von greimey,greimey,9,Tribe Gauls,Gauls,26005,,71402
-193,-48,Village Village de beengo,beengo,9,Tribe Gauls,Gauls,20273,,64338
-193,27,Village Natars -193|27,Natars,9,Tribe Natars,Natars,1,,63089
-193,104,Village Aldeia do lara3939,lara3939,9,Tribe Gauls,Gauls,23010,,67778
-192,-137,Village Dorf von wherewego,wherewego,9,Tribe Gauls,Gauls,24578,,69672
-192,-123,Village Luky45`s village,Luky45,9,Tribe Gauls,Gauls,23935,,68892
-192,30,Village Village de imperator,imperator,9,Tribe Gauls,Gauls,19039,,62800
-191,-168,Village THELALA`s village,THELALA,9,Tribe Gauls,Gauls,25608,,70918
-191,-146,Village Diesel´s Dorp,Diesel,9,Tribe Gauls,Gauls,24846,,70002
-191,-43,Village Dedina: MattEs,MattEs,9,Tribe Gauls,Gauls,19641,,63560
-191,133,Village WhiteKID`s village,WhiteKID,9,Tribe Gauls,Gauls,24290,,69311
-191,171,Village Osada: Valgav,Valgav,9,Tribe Gauls,Gauls,25682,,71002
-190,-153,Village KaraTakka2 Köyü,KaraTakka2,9,Tribe Gauls,Gauls,25098,,70337
-190,28,Village gordag`s village,gordag,9,Tribe Romans,Romans,18558,,62115
-190,134,Village RE92`s village,RE92,9,Tribe Romans,Romans,24221,,69227
-189,-179,Village PixeI`s village,PixeI,9,Tribe Romans,Romans,25848,,71197
-189,-104,Village Pelaajan Hatsku kylä,Hatsku,9,Tribe Gauls,Gauls,22779,,67486
-189,83,Village Aldeia do RicardoRMCG,RicardoRMCG,9,Tribe Romans,Romans,21308,,65696
-188,9,Village orhancan41 Köyü,orhancan41,9,Tribe Gauls,Gauls,17763,,61118
-188,49,Village Dorlion Köyü,Dorlion,9,Tribe Teutons,Teutons,19061,,62826
-188,52,Village Dorf von crasus,crasus,9,Tribe Romans,Romans,19279,,63094
-188,178,Village Kontinyus Köyü,Kontinyus,9,Tribe Romans,Romans,25783,,71121
-188,180,Village Dedina: BenjaminZ,BenjaminZ,9,Tribe Gauls,Gauls,25826,,71168
-187,-184,Village Деревня ShinyShaco,ShinyShaco,9,Tribe Gauls,Gauls,25911,,71279
-187,-161,Village Villaggio di Occhio Dietro,Occhio Dietro,9,Tribe Gauls,Gauls,25258,,70518
-187,-93,Village Aldea de TrueOutlaw,TrueOutlaw,9,Tribe Gauls,Gauls,21916,,66373
-187,57,Village Aldea de Enricpc,Enricpc,9,Tribe Gauls,Gauls,19282,,63098
-186,-154,Village Aldea de compa oso,compa oso,9,Tribe Gauls,Gauls,24921,,70106
-186,-74,Village Village de Hurlorage,Hurlorage,9,Tribe Teutons,Teutons,20470,,64567
-186,103,Village RunTFB`s village,RunTFB,9,Tribe Romans,Romans,22289,,66862
-186,132,Village Saljin´s Dorp,Saljin,9,Tribe Romans,Romans,23872,,68821
-185,-192,Village Natars -185|-192,Natars,9,Tribe Natars,Natars,1,,71450
-185,161,Village Dorf von Sir. Alexander,Sir. Alexander,9,Tribe Gauls,Gauls,25120,,70359
-185,177,Village Vesnice: Nov1s,Nov1s,9,Tribe Gauls,Gauls,25684,,71004
-184,-151,Village LiahDark naselje,LiahDark,9,Tribe Gauls,Gauls,24715,,69835
-184,-38,Village Vesnice: RedScout,RedScout,9,Tribe Gauls,Gauls,18069,,61484
-184,144,Village Aldea de santiacera1,santiacera1,9,Tribe Gauls,Gauls,24385,,69421
-184,190,Village Aldea de Corvus0314,Corvus0314,9,Tribe Gauls,Gauls,25961,,71341
-183,-200,Village TheBender Köyü,TheBender,9,Tribe Gauls,Gauls,26110,,71524
-183,-91,Village Aldeia do Gamer_30,Gamer_30,9,Tribe Gauls,Gauls,21168,,65512
-183,89,Village Ann_kill999`s village,Ann_kill999,9,Tribe Gauls,Gauls,20803,,65076
-183,113,Village Aldeia do mpestana,mpestana,9,Tribe Gauls,Gauls,22568,,67202
-183,179,Village Rohi1207´s Dorp,Rohi1207,9,Tribe Gauls,Gauls,25685,,71006
-182,-123,Village Natars -182|-123,Natars,9,Tribe Natars,Natars,1,,68023
-182,-28,Village rud11`s village,rud11,9,Tribe Gauls,Gauls,17260,,60476
-182,144,Village Dedina: Lowkeey,Lowkeey,9,Tribe Gauls,Gauls,24224,,69230
-182,183,Village Aldeia do Mavelho,Mavelho,9,Tribe Gauls,Gauls,25758,,71091
-182,188,Village Aldea de OnfireX,OnfireX,9,Tribe Gauls,Gauls,25894,,71257
-181,-147,Village ant16`s village,ant16,9,Tribe Gauls,Gauls,24354,,69385
-181,-109,Village BlueBunny`s village,BlueBunny,9,Tribe Gauls,Gauls,22170,,66717
-181,-102,Village Father`s village,Father,9,Tribe Gauls,Gauls,21769,,66203
-181,-59,Village Osada: BubuRW,BubuRW,9,Tribe Teutons,Teutons,18419,,61938
-181,189,Village Dorf von Mandred,Mandred,9,Tribe Gauls,Gauls,25895,,71258
-180,-177,Village Risewood22´s Dorp,Risewood22,9,Tribe Gauls,Gauls,25518,,70817
-180,-139,Village Villaggio di D4rkP4ul,D4rkP4ul,9,Tribe Romans,Romans,23850,,68796
-180,102,Village Scammalach`s village,Scammalach,9,Tribe Gauls,Gauls,21492,,65894
-180,118,Village Dedina: Progresivec,Progresivec,9,Tribe Gauls,Gauls,22571,,67205
-180,190,Village TorWhite/sostinė,TorWhite,9,Tribe Teutons,Teutons,25896,,71261
-179,-129,Village Villaggio di malytiger,malytiger,9,Tribe Romans,Romans,23304,,68135
-179,-114,Village wolfsonn Köyü,wolfsonn,9,Tribe Gauls,Gauls,22300,,66877
-179,-100,Village Villaggio di lollo172,lollo172,9,Tribe Romans,Romans,21347,,65738
-179,-88,Village Naive/sostinė,Naive,9,Tribe Gauls,Gauls,20265,,64329
-179,39,Village Aldea de onamolx,onamolx,9,Tribe Gauls,Gauls,16813,,59853
-179,128,Village Ria faluja,Ria,9,Tribe Gauls,Gauls,23155,,67958
-179,193,Village Dorf von larsh,larsh,9,Tribe Gauls,Gauls,25929,,71300
-178,-131,Village Vesnice: Cocain,Cocain,9,Tribe Romans,Romans,23301,,68131
-178,-128,Village Aldea de Leandro,Leandro,9,Tribe Gauls,Gauls,23105,,67896
-178,22,Village ahyl`s village,ahyl,9,Tribe Gauls,Gauls,16094,,59051
-178,93,Village Ad0nis2bad`s village,Ad0nis2bad,9,Tribe Gauls,Gauls,20535,,64675
-178,163,Village Деревня glad,glad,9,Tribe Gauls,Gauls,24866,,70024
-178,197,Village Vesnice: Ann,Ann,9,Tribe Gauls,Gauls,26019,,71422
-177,-156,Village Villaggio di LaSerpe,LaSerpe,9,Tribe Gauls,Gauls,24576,,69670
-177,148,Village Villaggio di SilverSinger,SilverSinger,9,Tribe Gauls,Gauls,24133,,69123
-176,-176,Village ShdFr Köyü,ShdFr,9,Tribe Gauls,Gauls,25365,,70643
-176,-170,Village Morganna`s village,Morganna,9,Tribe Gauls,Gauls,25151,,70393
-176,-131,Village Natars -176|-131,Natars,9,Tribe Natars,Natars,1,,67895
-176,-93,Village Satul lui bAd,bAd,9,Tribe Gauls,Gauls,20263,,64327
-175,-61,Village Vesnice: LegoboyCZE,LegoboyCZE,9,Tribe Gauls,Gauls,17467,,60753
-175,-53,Village ItsTom154`s village,ItsTom154,9,Tribe Gauls,Gauls,17059,,60178
-175,90,Village Natars -175|90,Natars,9,Tribe Natars,Natars,1,,63662
-175,142,Village sourabh 123`s village,sourabh 123,9,Tribe Gauls,Gauls,23621,,68534
-175,190,Village Satul lui ionut63,ionut63,9,Tribe Gauls,Gauls,25760,,71093
-174,36,Village khaled410`s village,khaled410,9,Tribe Gauls,Gauls,15918,,58855
-173,-191,Village Ulasyurtt Köyü,Ulasyurtt,9,Tribe Gauls,Gauls,25776,,71113
-173,-176,Village Csernyák faluja,Csernyák,9,Tribe Gauls,Gauls,25254,,70513
-173,-87,Village Vesnice: Arinius,Arinius,9,Tribe Gauls,Gauls,19208,,63005
-173,-66,Village Aldea de MysticInfinity,MysticInfinity,9,Tribe Gauls,Gauls,17464,,60749
-173,90,Village Tite`s village,Tite,9,Tribe Gauls,Gauls,19289,,63106
-173,104,Village EpicDruid´s Dorp,EpicDruid,9,Tribe Gauls,Gauls,20719,,64981
-173,198,Village Dorf von floffie699,floffie699,9,Tribe Gauls,Gauls,25933,,71304
-172,-189,Village NacTreM Köyü,NacTreM,9,Tribe Gauls,Gauls,25696,,71020
-172,-133,Village Domas`s village,Domas,9,Tribe Gauls,Gauls,22886,,67612
-172,-127,Village Деревня pliusik,pliusik,9,Tribe Gauls,Gauls,22529,,67134
-172,-43,Village Vesnice: ShadowSoldier93,ShadowSoldier93,9,Tribe Gauls,Gauls,15956,,58894
-172,-39,Village IMMORTAL GR χωριό,IMMORTAL GR,9,Tribe Gauls,Gauls,15797,,58710
-172,50,Village Vesnice: defender11,defender11,9,Tribe Gauls,Gauls,16194,,59155
-172,184,Village kanha Köyü,kanha,9,Tribe Gauls,Gauls,25504,,70802
-171,-130,Village Osada: PavuloN,PavuloN,9,Tribe Gauls,Gauls,22654,,67318
-171,-70,Village Osada: 10Piotrek,10Piotrek,9,Tribe Gauls,Gauls,17463,,60748
-171,-12,Village S1N4NTRSN Köyü,S1N4NTRSN,9,Tribe Teutons,Teutons,14890,,57597
-171,117,Village Swimred Köyü,Swimred,9,Tribe Teutons,Teutons,21559,,65974
-171,138,Village Razinho`s village,Razinho,9,Tribe Gauls,Gauls,23157,,67960
-170,-179,Village Broddgulturlik`s by,Broddgulturlik,9,Tribe Gauls,Gauls,25252,,70511
-170,-73,Village Villaggio di Lex76,Lex76,9,Tribe Romans,Romans,17462,,60743
-170,54,Village Kabusmemo Köyü,Kabusmemo,9,Tribe Gauls,Gauls,16003,,58953
-170,96,Village ייממצצצ`s village,ייממצצצ,9,Tribe Gauls,Gauls,19292,,63109
-170,200,Village Village de Cauko,Cauko,9,Tribe Gauls,Gauls,25899,,71266
-169,-138,Village BloodyTorch Köyü,BloodyTorch,9,Tribe Gauls,Gauls,22987,,67741
-169,-41,Village Villaggio di Er_Santo,Er_Santo,9,Tribe Romans,Romans,15428,,58261
-168,-79,Village Selo od Mirnes,Mirnes,9,Tribe Romans,Romans,17637,,60966
-168,62,Village Dorf von PlushTeuton,PlushTeuton,9,Tribe Gauls,Gauls,16195,,59156
-167,-174,Village myindream Köyü,myindream,9,Tribe Romans,Romans,24915,,70093
-167,-57,Village Aldea de jimbooo,jimbooo,9,Tribe Gauls,Gauls,15793,,58704
-167,127,Village SBNC Köyü,SBNC,9,Tribe Gauls,Gauls,21957,,66440
-166,-153,Village Kerillian Köyü,Kerillian,9,Tribe Gauls,Gauls,23771,,68704
-166,-128,Village Goedemiddag´s Dorp,Goedemiddag,9,Tribe Gauls,Gauls,22026,,66534
-166,-24,Village OneHero Köyü,OneHero,9,Tribe Romans,Romans,14352,,56972
-166,-7,Village Villaggio di EpicBear73,EpicBear73,9,Tribe Gauls,Gauls,14032,,56596
-166,57,Village rohozan Köyü,rohozan,9,Tribe Gauls,Gauls,15662,,58544
-166,126,Village Aldea de nassegas,nassegas,9,Tribe Gauls,Gauls,21684,,66107
-165,-100,Village Village de Hubert,Hubert,9,Tribe Gauls,Gauls,19010,,62739
-165,-44,Village casiank3`s village,casiank3,9,Tribe Gauls,Gauls,14885,,57592
-165,-10,Village Dorf von liesl,liesl,9,Tribe Gauls,Gauls,13853,,56400
-165,13,Village zigi`s village,zigi,9,Tribe Gauls,Gauls,13787,,56321
-165,82,Village Villaggio di AkiraFudo,AkiraFudo,9,Tribe Gauls,Gauls,17129,,60275
-165,183,Village Natars -165|183,Natars,9,Tribe Natars,Natars,1,,70417
-164,-172,Village Aldeia do andre1090532,andre1090532,9,Tribe Teutons,Teutons,24707,,69827
-164,31,Village Maximuspartacus Köyü,Maximuspartacus,9,Tribe Romans,Romans,13970,,56527
-164,83,Village Villaggio di OneViking,OneViking,9,Tribe Gauls,Gauls,17130,,60276
-163,-132,Village Villaggio di Elsocio,Elsocio,9,Tribe Gauls,Gauls,22025,,66533
-163,-6,Village Aldeia do nmendes,nmendes,9,Tribe Gauls,Gauls,13509,,55913
-163,34,Village Rubnituk´s Dorp,Rubnituk,9,Tribe Gauls,Gauls,13998,,56556
-163,66,Village Villaggio di forrest994,forrest994,9,Tribe Gauls,Gauls,15666,,58549
-162,80,Village Village de Anarbrym035,Anarbrym035,9,Tribe Gauls,Gauls,16532,,59531
-162,153,Village MaRLeY Köyü,MaRLeY,9,Tribe Gauls,Gauls,23434,,68300
-162,188,Village Village de jean,jean,9,Tribe Gauls,Gauls,25278,,70542
-161,-66,Village Aldeia do Molky,Molky,9,Tribe Gauls,Gauls,15426,,58256
-161,27,Village VoltRage Köyü,VoltRage,9,Tribe Gauls,Gauls,13359,,55691
-161,126,Village yurrraki Köyü,yurrraki,9,Tribe Gauls,Gauls,21079,,65408
-161,179,Village Aldea de FranBlaRa,FranBlaRa,9,Tribe Gauls,Gauls,24874,,70034
-160,-133,Village Natars -160|-133,Natars,9,Tribe Natars,Natars,1,,66194
-160,60,Village besset`s village,besset,9,Tribe Gauls,Gauls,14768,,57438
-160,100,Village Osirys Köyü,Osirys,9,Tribe Gauls,Gauls,18133,,61562
-159,107,Village Türkkk Köyü,Türkkk,9,Tribe Gauls,Gauls,18701,,62286
-159,126,Village rrpty`s village,rrpty,9,Tribe Gauls,Gauls,20899,,65184
-159,141,Village Dorf von NeoAera,NeoAera,9,Tribe Gauls,Gauls,22424,,67014
-159,180,Village Villaggio di xmaionx,xmaionx,9,Tribe Romans,Romans,24815,,69960
-158,-166,Village Aldeia do Kaipai,Kaipai,9,Tribe Gauls,Gauls,24012,,68984
-158,-83,Village Деревня KierMorhem,KierMorhem,9,Tribe Gauls,Gauls,16134,,59092
-158,39,Village Aldea de Roman,Roman,9,Tribe Romans,Romans,13364,,55696
-158,93,Village gfb77 Köyü,gfb77,9,Tribe Gauls,Gauls,16932,,60023
-158,151,Village Dorf von BattleEgptianTR,BattleEgptianTR,9,Tribe Teutons,Teutons,23033,,67810
