x,y,title,player,population,alliance,tribe,uid,aid,did
-115,183,Village Aldea de Klatus,Klatus,12,Tribe Gauls,Gauls,22715,,67398
-121,179,Village Natars -121|179,Natars,12,Tribe Natars,Natars,1,,67394
-112,-199,Village Natars -112|-199,Natars,12,Tribe Natars,Natars,1,,68804
-105,-190,Village أحمد عمر السلام`s village,أحمد عمر السلام,12,Tribe Gauls,Gauls,22866,,67587
-105,-192,Village spekkas`s village,spekkas,12,Tribe Teutons,Teutons,23061,,67843
-112,-184,Village Aldea de joseapcj,joseapcj,12,Tribe Teutons,Teutons,22610,,67266
-112,-158,Village Vesnice: Pepek,Pepek,12,Tribe Romans,Romans,19192,,62985
-106,-151,Village veysel Köyü,veysel,12,Tribe Gauls,Gauls,17233,,60440
-109,-140,Village Dorf von Setarkos,Setarkos,12,Tribe Gauls,Gauls,15938,,58875
-114,-130,Village ClayAttacker`s village,ClayAttacker,12,Tribe Gauls,Gauls,15217,,57963
-106,-104,Village Aldeia do V1eira,V1eira,12,Tribe Gauls,Gauls,11072,,53193
-107,-86,Village Dorf von Mandel0808,Mandel0808,12,Tribe Teutons,Teutons,9432,,51189
-107,-39,Village Kondzior`s village,Kondzior,12,Tribe Gauls,Gauls,6400,,45989
-106,-41,Village Aldeia do LuanaPeixoto,LuanaPeixoto,12,Tribe Gauls,Gauls,6399,,45987
-112,-4,Village Vesnice: Wolff,Wolff,12,Tribe Gauls,Gauls,6179,,45649
-111,28,Village Villaggio di Dluk,Dluk,12,Tribe Gauls,Gauls,6249,,45800
-111,91,Village Osada: Michal3301,Michal3301,12,Tribe Gauls,Gauls,10401,,52331
-110,101,Village Village de labulle,labulle,12,Tribe Gauls,Gauls,11137,,53272
-111,117,Village Mizaru Köyü,Mizaru,12,Tribe Gauls,Gauls,13055,,55357
-106,116,Village kurtkagan Köyü,kurtkagan,12,Tribe Gauls,Gauls,12426,,54642
-112,137,Village meh`s village,meh,12,Tribe Gauls,Gauls,15837,,58761
-113,154,Village 24638emre Köyü,24638emre,12,Tribe Gauls,Gauls,18515,,62061
-107,148,Village balcanrob`s village,balcanrob,12,Tribe Gauls,Gauls,16953,,60046
-113,160,Village qtahyalı Köyü,qtahyalı,12,Tribe Romans,Romans,19505,,63364
-109,173,Village Village de darked,darked,12,Tribe Gauls,Gauls,21087,,65419
-105,191,Village Aldeia do Henrique,Henrique,12,Tribe Gauls,Gauls,22954,,67693
-113,186,Village Villaggio di bnz,bnz,12,Tribe Gauls,Gauls,22953,,67692
-99,-199,Village Dorf von iTaifun,iTaifun,12,Tribe Teutons,Teutons,23354,,68198
-101,-190,Village Aldea de JMS,JMS,12,Tribe Romans,Romans,22578,,67214
-97,-191,Village Mu1s,Muis,12,Tribe Gauls,Gauls,22506,,67103
-101,-179,Village Village de MindfulGeneral,MindfulGeneral,12,Tribe Gauls,Gauls,21468,,65869
-100,-166,Village Aldeia do Dinog,Dinog,12,Tribe Romans,Romans,19190,,62983
-102,-173,Village Armaland`s village,Armaland,12,Tribe Romans,Romans,20622,,64853
-96,-136,Village Villaggio di FiglioDiPuttana,FiglioDiPuttana,12,Tribe Romans,Romans,13994,,56552
-99,-131,Village Matt99393`s village,Matt99393,12,Tribe Romans,Romans,13643,,56096
-103,-123,Village Vesnice: WH1,WH1,12,Tribe Romans,Romans,12981,,55277
-99,-123,Village M13`s village,M13,12,Tribe Romans,Romans,12675,,54932
-100,-82,Village Vesnice: pokki,pokki,12,Tribe Gauls,Gauls,8338,,49498
-95,-83,Village Village de Kzalix,Kzalix,12,Tribe Gauls,Gauls,7892,,48756
-96,-71,Village Matteya Köyü,Matteya,12,Tribe Teutons,Teutons,7001,,46884
-103,-63,Village Dorf von Rene,Rene,12,Tribe Teutons,Teutons,7271,,47592
-98,-19,Village adrnn`s village,adrnn,12,Tribe Teutons,Teutons,4818,,42014
-102,-9,Village Aldea de Roy,Roy,12,Tribe Gauls,Gauls,5054,,42723
-96,4,Village Osada: stonerek,stonerek,12,Tribe Gauls,Gauls,4255,,39671
-99,24,Village eizKzDA1`s village,eizKzDA1,12,Tribe Teutons,Teutons,5042,,42399
-97,42,Village Деревня NiceLeader,NiceLeader,12,Tribe Gauls,Gauls,5345,,43878
-99,48,Village Деревня Stanis,Stanis,12,Tribe Gauls,Gauls,5876,,44929
-97,71,Village ClayBuilder`s village,ClayBuilder,12,Tribe Romans,Romans,7046,,46967
-104,79,Village Village de Sahaladin,Sahaladin,12,Tribe Teutons,Teutons,8538,,49881
-102,76,Village Kickas666`s village,Kickas666,12,Tribe Gauls,Gauls,7978,,48893
-102,103,Village Darius1/sostinė,Darius1,12,Tribe Gauls,Gauls,10549,,52487
-103,131,Village CBG Köyü,CBG,12,Tribe Romans,Romans,14099,,56683
-102,129,Village Vesnice: Duryy98,Duryy98,12,Tribe Gauls,Gauls,13565,,55970
-101,142,Village bollentrol´s Dorp,bollentrol,12,Tribe Gauls,Gauls,15327,,58119
-102,148,Village Nova`s village,Nova,12,Tribe Gauls,Gauls,16391,,59370
-97,169,Village Villaggio di Ciotolo,Ciotolo,12,Tribe Romans,Romans,19308,,63126
-102,190,Village Tokima Köyü,Tokima,12,Tribe Gauls,Gauls,22721,,67404
-95,189,Village Satsuna Köyü,Satsuna,12,Tribe Romans,Romans,22244,,66813
-89,-159,Village Villaggio di NiceCrusher,NiceCrusher,12,Tribe Gauls,Gauls,16854,,59909
-88,-148,Village BOZOBey Köyü,BOZOBey,12,Tribe Gauls,Gauls,15041,,57761
-94,-129,Village Villaggio di Vinile,Vinile,12,Tribe Gauls,Gauls,12968,,55257
-89,-131,Village Village de NiceDruid980,NiceDruid980,12,Tribe Gauls,Gauls,12673,,54930
-94,-120,Village Aldeia do Edcruzsilva87,Edcruzsilva87,12,Tribe Romans,Romans,11685,,53854
-88,-120,Village Градът на Kaloqn,Kaloqn,12,Tribe Gauls,Gauls,11214,,53354
-93,-97,Village Aldeia do RRib95,RRib95,12,Tribe Gauls,Gauls,9010,,50685
-86,-67,Village Satul lui miki1,miki1,12,Tribe Gauls,Gauls,5814,,44841
-94,-74,Village eQuinOx`s village,eQuinOx,12,Tribe Romans,Romans,7141,,47335
-85,-22,Village Villaggio di peppetop,peppetop,12,Tribe Teutons,Teutons,3709,,36608
-93,-12,Village Villaggio di orphanage,orphanage,12,Tribe Gauls,Gauls,4238,,39569
-87,11,Village Osada: Dager,Dager,12,Tribe Teutons,Teutons,3572,,35689
-85,30,Village Aldea de Leuddy,Leuddy,12,Tribe Gauls,Gauls,3877,,37503
-86,29,Village AMCHO`s village,AMCHO,12,Tribe Gauls,Gauls,3826,,37187
-94,26,Village Vesnice: ScienceDude,ScienceDude,12,Tribe Gauls,Gauls,4527,,41113
-93,64,Village Деревня НАС_РАТЬ,НАС_РАТЬ,12,Tribe Gauls,Gauls,6147,,45614
-91,64,Village Vesnice: Simons,Simons,12,Tribe Gauls,Gauls,5989,,45211
-91,68,Village Dorf von Xorobos,Xorobos,12,Tribe Teutons,Teutons,6322,,45894
-94,80,Village Villaggio di MightySnake,MightySnake,12,Tribe Gauls,Gauls,7446,,47995
-90,100,Village ShipTeuton naselje,ShipTeuton,12,Tribe Gauls,Gauls,9094,,50794
-85,106,Village Katrieski,Jolsen,12,Tribe Gauls,Gauls,9224,,50937
-85,184,Village Aldea de Uhtred el Audaz,Uhtred el Audaz,12,Tribe Gauls,Gauls,20922,,65214
-94,183,Village Деревня alizarin,alizarin,12,Tribe Gauls,Gauls,21413,,65810
-91,181,Village SmoothGaulie`s village,SmoothGaulie,12,Tribe Gauls,Gauls,20921,,65213
-89,178,Village Village de vividiep,vividiep,12,Tribe Gauls,Gauls,20165,,64218
-85,193,Village Aldeia do IronGuardian,IronGuardian,12,Tribe Gauls,Gauls,22120,,66656
-86,186,Village Vesnice: Šteci,Šteci,12,Tribe Gauls,Gauls,21256,,65635
-78,-198,Village 3-15`s village,3-15,12,Tribe Gauls,Gauls,22310,,66887
-76,-194,Village Aldea de Patallo,Patallo,12,Tribe Romans,Romans,21739,,66168
-83,-183,Village Деревня eskisandi,eskisandi,12,Tribe Gauls,Gauls,20619,,64850
-84,-153,Village Lind`s by,Lind,12,Tribe Gauls,Gauls,15568,,58433
-80,-108,Village Villaggio di Oratisbuzzo,Oratisbuzzo,12,Tribe Gauls,Gauls,9009,,50683
-75,-110,Village LuciferM`s village,LuciferM,12,Tribe Gauls,Gauls,8849,,50382
-77,-97,Village Osada: ZiomoToJa,ZiomoToJa,12,Tribe Gauls,Gauls,7638,,48348
-76,-99,Village Mon`s village,Mon,12,Tribe Gauls,Gauls,7747,,48490
-75,-89,Village Ergan Efsanesi Köyü,Ergan Efsanesi,12,Tribe Teutons,Teutons,6616,,46333
-80,-57,Village N9RFIMMK`s village,N9RFIMMK,12,Tribe Romans,Romans,5888,,41441
-76,-61,Village Dorf von sncoceli,sncoceli,12,Tribe Romans,Romans,4533,,41131
-75,-48,Village Büşra Köyü,Büşra,12,Tribe Gauls,Gauls,3785,,36959
-77,-8,Village Dorf von Sarysia,Sarysia,12,Tribe Gauls,Gauls,2759,,31094
-75,-13,Village Pelaajan MindfulTiger kylä,MindfulTiger,12,Tribe Teutons,Teutons,2687,,30697
-83,4,Village Villaggio di Tatipì,Tatipì,12,Tribe Gauls,Gauls,3114,,33112
-83,40,Village NobelFriend`s village,NobelFriend,12,Tribe Romans,Romans,4191,,39306
-80,64,Village Aldeia do makaveli,makaveli,12,Tribe Gauls,Gauls,4976,,42464
-79,78,Village Satul lui NiceHunter,NiceHunter,12,Tribe Gauls,Gauls,6001,,45235
-83,93,Village Dorf von achso,achso,12,Tribe Gauls,Gauls,7680,,48397
-75,92,Village Dedina: Makaveli90,Makaveli90,12,Tribe Gauls,Gauls,6931,,46771
-76,100,Village YunusEfe Köyü,YunusEfe,12,Tribe Gauls,Gauls,7784,,48557
-80,111,Village Dorf von Jekyll,Jekyll,12,Tribe Gauls,Gauls,9358,,51101
-82,119,Village Aldea de PlushWarlord,PlushWarlord,12,Tribe Gauls,Gauls,10554,,52492
-79,129,Village Dorf von DerHorst5783,DerHorst5783,12,Tribe Romans,Romans,11451,,53612
-83,127,Village Maxinl89´s Dorp,Maxinl89,12,Tribe Gauls,Gauls,11615,,53784
-84,137,Village Vesnice: Mikouš,Mikouš,12,Tribe Gauls,Gauls,13063,,55373
-80,147,Village Villaggio di Carl0,Carl0,12,Tribe Gauls,Gauls,14109,,56693
-84,161,Village Villaggio di Lichamp,Lichamp,12,Tribe Gauls,Gauls,16775,,59809
-83,158,Village Villaggio di Segeking,Segeking,12,Tribe Gauls,Gauls,16040,,58995
-78,193,Village Sommarpung`s by,Sommarpung,12,Tribe Gauls,Gauls,21705,,66129
-69,198,Village jai`s village,jai,12,Tribe Gauls,Gauls,21979,,66470
-74,-182,Village Aldeia do Thecat99,Thecat99,12,Tribe Gauls,Gauls,19592,,63477
-73,-171,Village retek faluja,retek,12,Tribe Gauls,Gauls,17612,,60938
-66,-156,Village Dorf von Senat0r,Senat0r,12,Tribe Gauls,Gauls,14499,,57143
-68,-158,Village FairWolf faluja,FairWolf,12,Tribe Gauls,Gauls,15037,,57757
-72,-127,Village Irmis/sostinė,Irmis,12,Tribe Gauls,Gauls,10769,,52757
-68,-130,Village Dorf von Freyja33,Freyja33,12,Tribe Gauls,Gauls,10880,,52943
-74,-97,Village Sodoma`s village,Sodoma,12,Tribe Gauls,Gauls,7389,,47886
-68,-103,Village Village de Dodolegrec,Dodolegrec,12,Tribe Gauls,Gauls,7517,,48164
-67,-58,Village Osada: Wdawidw,Wdawidw,12,Tribe Romans,Romans,3763,,36895
-65,51,Village Aldeia do danzw0w,danzw0w,12,Tribe Gauls,Gauls,3172,,33337
-67,77,Village Aldea de BAGAM,BAGAM,12,Tribe Romans,Romans,4982,,42481
-68,102,Village sbooo7`s village,sbooo7,12,Tribe Gauls,Gauls,7458,,48038
-72,101,Village Dedina: Kubes,Kubes,12,Tribe Teutons,Teutons,7578,,48264
-69,114,Village khanh`s village,khanh,12,Tribe Gauls,Gauls,8811,,50276
-65,112,Village Fratar naselje,Fratar,12,Tribe Gauls,Gauls,8266,,49412
-65,120,Village MightyShields`s village,MightyShields,12,Tribe Gauls,Gauls,9236,,50949
-69,132,Village SuperKisa Köyü,SuperKisa,12,Tribe Gauls,Gauls,11150,,53285
-68,126,Village Villaggio di TheSwordy,TheSwordy,12,Tribe Gauls,Gauls,10255,,52181
-66,194,Village Деревня novorus,novorus,12,Tribe Gauls,Gauls,21264,,65643
-72,191,Village Village de Val,Val,12,Tribe Gauls,Gauls,21097,,65429
-60,-178,Village Aldea de ElCapitanSupo,ElCapitanSupo,12,Tribe Romans,Romans,18023,,61431
-61,-179,Village Pelaajan zoewy kylä,zoewy,12,Tribe Gauls,Gauls,18190,,61636
-56,-179,Village Osada: Gorgon,Gorgon,12,Tribe Romans,Romans,18009,,61415
-59,-182,Village Villaggio di GatBoy,GatBoy,12,Tribe Gauls,Gauls,18596,,62157
-55,-157,Village Foo`s village,Foo,12,Tribe Romans,Romans,13985,,56542
-60,-117,Village jabr`s village,jabr,12,Tribe Gauls,Gauls,8590,,49968
-57,-122,Village Birze`s village,Birze,12,Tribe Gauls,Gauls,9065,,50751
-56,-96,Village Villaggio di NightSnake,NightSnake,12,Tribe Gauls,Gauls,6033,,45299
-55,-12,Village FairSpartan Köyü,FairSpartan,12,Tribe Gauls,Gauls,1627,,24502
-55,33,Village fatih61 Köyü,fatih61,12,Tribe Teutons,Teutons,1723,,25088
-58,57,Village nackig_zuhause,nackt_und_frei,12,Tribe Romans,Romans,3042,,74997
-58,73,Village Aldeia do FastBear,FastBear,12,Tribe Romans,Romans,4102,,38716
-58,77,Village Dorf von Toubi93,Toubi93,12,Tribe Gauls,Gauls,4358,,40328
-62,114,Village Osada: Lazur,Lazur,12,Tribe Gauls,Gauls,8400,,49566
-58,113,Village CücününKabusu Köyü,CücününKabusu,12,Tribe Gauls,Gauls,7985,,48902
-57,109,Village Saporra Village,Saporra,12,Tribe Gauls,Gauls,7461,,48047
-56,106,Village Village de baba,baba,12,Tribe Gauls,Gauls,7087,,47137
-58,123,Village BraveGeneral naselje,BraveGeneral,12,Tribe Gauls,Gauls,9239,,50953
-61,133,Village Aldeia do RedBeast96,RedBeast96,12,Tribe Gauls,Gauls,10715,,52703
-62,132,Village xxRuHxx Köyü,xxRuHxx,12,Tribe Teutons,Teutons,10714,,52702
-60,144,Village Деревня Foxylim,Foxylim,12,Tribe Gauls,Gauls,12298,,54510
-63,151,Village Dedina: MilordSK,MilordSK,12,Tribe Gauls,Gauls,13575,,55980
-57,157,Village Frtkmc Köyü,Frtkmc,12,Tribe Gauls,Gauls,14111,,56695
-57,181,Village RustyCage`s village,RustyCage,12,Tribe Gauls,Gauls,18340,,61818
-62,176,Village Milanov`s village,Milanov,12,Tribe Gauls,Gauls,17748,,61103
-56,187,Village dikili taş,Agerjade,12,Tribe Gauls,Gauls,19319,,63139
-45,197,Village Village de Claude11,Claude11,12,Tribe Gauls,Gauls,20746,,65009
-54,-166,Village Vesnice: benda,benda,12,Tribe Gauls,Gauls,15554,,58411
-45,-101,Village Village de Lanflyy,Lanflyy,12,Tribe Gauls,Gauls,6108,,45477
-52,-86,Village Aldea de Sergiooomdrzz,Sergiooomdrzz,12,Tribe Romans,Romans,4758,,41880
-45,91,Village Villaggio di kebabulibanes,kebabulibanes,12,Tribe Teutons,Teutons,4989,,42497
-52,100,Village hordor`s by,hordor,12,Tribe Gauls,Gauls,6225,,45763
-51,111,Village EzmocE Köyü,EzmocE,12,Tribe Romans,Romans,7343,,47800
-53,108,Village Osada: discusek,discusek,12,Tribe Gauls,Gauls,7099,,47182
-51,108,Village LinasBlinas`s village,LinasBlinas,12,Tribe Teutons,Teutons,6938,,46778
-47,120,Village Villaggio di padavaaaa,padavaaaa,12,Tribe Gauls,Gauls,8276,,49426
-53,129,Village noobmaster69`s village,noobmaster69,12,Tribe Teutons,Teutons,9655,,51447
-46,151,Village basjeuh´s Dorp,basjeuh,12,Tribe Teutons,Teutons,12610,,54847
-53,146,Village Goat123`s village,Goat123,12,Tribe Teutons,Teutons,12113,,54292
-47,184,Village Vesnice: lukasb90,lukasb90,12,Tribe Gauls,Gauls,18344,,61824
-43,199,Village Aldea de EnzoRios,EnzoRios,12,Tribe Gauls,Gauls,21102,,65434
-42,198,Village abi naselje,abi,12,Tribe Gauls,Gauls,20748,,65011
-44,-182,Village Pelaajan Iisantti kylä,Iisantti,12,Tribe Gauls,Gauls,17818,,61180
-44,-161,Village Dorf von mac,mac,12,Tribe Gauls,Gauls,14154,,56753
-35,-162,Village Aldea de moscadelborda,moscadelborda,12,Tribe Gauls,Gauls,13978,,56535
-36,-154,Village TanerBaba Köyü,TanerBaba,12,Tribe Teutons,Teutons,12529,,54765
-41,-136,Village Basset`s village,Basset,12,Tribe Romans,Romans,10160,,52078
-42,-90,Village 0OaYJHK1iv`s village,0OaYJHK1iv,12,Tribe Teutons,Teutons,6452,,41540
-44,-81,Village Lyonell faluja,Lyonell,12,Tribe Romans,Romans,4185,,39276
-42,98,Village Dorf von SpeedTee,SpeedTee,12,Tribe Gauls,Gauls,5524,,44191
-44,110,Village Aldeia do Antoons,Antoons,12,Tribe Romans,Romans,6843,,46673
-44,163,Village Vesnice: John999,John999,12,Tribe Gauls,Gauls,14446,,57081
-41,172,Village liju`s village,liju,12,Tribe Gauls,Gauls,15846,,58772
-42,181,Village Dorf von xardass,xardass,12,Tribe Gauls,Gauls,17564,,60885
-44,188,Village Dorf von Baldur91,Baldur91,12,Tribe Gauls,Gauls,18915,,62554
-34,200,Village Villaggio di mttbr,mttbr,12,Tribe Gauls,Gauls,20931,,65223
-31,-186,Village mariev`s village,mariev,12,Tribe Gauls,Gauls,18134,,61563
-34,-120,Village Villaggio di scat,scat,12,Tribe Gauls,Gauls,7740,,48481
-27,-112,Village azur Köyü,azur,12,Tribe Gauls,Gauls,6454,,46060
-28,77,Village 30yhIDqHu`s village,30yhIDqHu,12,Tribe Gauls,Gauls,7397,,32881
-32,86,Village RaidEgyptian Köyü,RaidEgyptian,12,Tribe Romans,Romans,3982,,38136
-28,100,Village DVRK Köyü,DVRK,12,Tribe Teutons,Teutons,5191,,43236
-32,130,Village Dedina: JEFFO,JEFFO,12,Tribe Gauls,Gauls,8947,,50582
-30,127,Village bellaa naselje,bellaa,12,Tribe Gauls,Gauls,8418,,49584
-26,146,Village yasof06 Köyü,yasof06,12,Tribe Gauls,Gauls,11027,,53127
-34,172,Village Aldeia do fuse,fuse,12,Tribe Gauls,Gauls,15502,,58358
-21,-182,Village zhl Köyü,zhl,12,Tribe Gauls,Gauls,16958,,60052
-18,-168,Village Dorf von SumoDerErste,SumoDerErste,12,Tribe Gauls,Gauls,14359,,56979
-23,-154,Village Dorf von Godot,Godot,12,Tribe Gauls,Gauls,12229,,54440
-18,-140,Village Sarrusato Köyü,Sarrusato,12,Tribe Gauls,Gauls,9993,,51893
-17,-129,Village Dorf von Moth,Moth,12,Tribe Romans,Romans,8367,,49533
-21,67,Village Villaggio di ShipChief,ShipChief,12,Tribe Gauls,Gauls,2155,,27840
-21,86,Village Trantor,Bel Riose,12,Tribe Romans,Romans,3747,,36768
-16,152,Village Село од Bubašvaba,Bubašvaba,12,Tribe Teutons,Teutons,11802,,53976
-22,147,Village Lanius`s village,Lanius,12,Tribe Gauls,Gauls,11161,,53296
-18,170,Village brsprkts Köyü,brsprkts,12,Tribe Gauls,Gauls,14814,,57512
-17,177,Village neksy naselje,neksy,12,Tribe Gauls,Gauls,16056,,59011
-17,194,Village Osada: Firewalk,Firewalk,12,Tribe Gauls,Gauls,19325,,63145
-13,-177,Village Dorf von Guimaxzi,Guimaxzi,12,Tribe Teutons,Teutons,15868,,58799
-13,-159,Village twp6fN`s village,twp6fN,12,Tribe Teutons,Teutons,14293,,55171
-12,-127,Village Làng của ShipShield,ShipShield,12,Tribe Teutons,Teutons,8098,,49083
-14,-114,Village mrtkouš`s village,mrtkouš,12,Tribe Gauls,Gauls,6415,,46008
-9,-98,Village Village de Simbasile,Simbasile,12,Tribe Gauls,Gauls,4584,,41316
-7,54,Village Jovan Milikic`s village,Jovan Milikic,12,Tribe Gauls,Gauls,1165,,20920
-14,99,Village Dorf von Mysticus,Mysticus,12,Tribe Gauls,Gauls,4786,,41965
-9,123,Village Aldea de ChrisReo,ChrisReo,12,Tribe Gauls,Gauls,7492,,48116
-6,161,Village Debbie`s village,Debbie,12,Tribe Gauls,Gauls,13082,,55400
-3,-178,Village MirlivaVIII Köyü,MirlivaVIII,12,Tribe Gauls,Gauls,15999,,58949
3,-181,Village Gverino naselje,Gverino,12,Tribe Gauls,Gauls,16560,,59561
-2,-166,Village Деревня Tatatali,Tatatali,12,Tribe Gauls,Gauls,13876,,56424
-1,-157,Village Aldea de KradNogard,KradNogard,12,Tribe Gauls,Gauls,12381,,54593
4,-161,Village Naselje - easy,easy,12,Tribe Gauls,Gauls,13115,,55437
5,-162,Village Pendragon Köyü,Pendragon,12,Tribe Gauls,Gauls,13227,,55552
2,-141,Village Aldea de Hathor,Hathor,12,Tribe Gauls,Gauls,9942,,51798
4,-121,Village Aldea de Bigboi,Bigboi,12,Tribe Gauls,Gauls,7205,,47461
5,-104,Village tolga006 Köyü,tolga006,12,Tribe Teutons,Teutons,5215,,43418
0,-87,Village illusion`s village,illusion,12,Tribe Romans,Romans,3552,,35545
5,44,Village Villaggio di Jhonnybravo,Jhonnybravo,12,Tribe Gauls,Gauls,813,,19215
2,100,Village ZoHaLln`s village,ZoHaLln,12,Tribe Gauls,Gauls,5974,,41998
0,127,Village Vnyck`s village,Vnyck,12,Tribe Gauls,Gauls,8043,,48982
-1,126,Village Village de Khana,Khana,12,Tribe Gauls,Gauls,7838,,48679
5,144,Village Pamp faluja,Pamp,12,Tribe Romans,Romans,10455,,52387
-3,156,Village Edward Hawkins Köyü,Edward Hawkins,12,Tribe Gauls,Gauls,12306,,54518
2,170,Village CCUnurse´s Dorp,CCUnurse,12,Tribe Gauls,Gauls,14661,,57320
6,-176,Village alb51 Köyü,alb51,12,Tribe Gauls,Gauls,15656,,58537
9,-169,Village Rachyg`s village,Rachyg,12,Tribe Gauls,Gauls,14404,,57027
7,-142,Village itsluckyl17`s village,itsluckyl17,12,Tribe Gauls,Gauls,10099,,52014
12,-109,Village BraveHunter`s village,BraveHunter,12,Tribe Romans,Romans,5902,,44987
13,-51,Village TSV,Bianoff,12,Tribe Gauls,Gauls,967,,19927
15,86,Village MightyGuardian`s village,MightyGuardian,12,Tribe Gauls,Gauls,3585,,35800
10,148,Village Деревня Aks4,Aks4,12,Tribe Gauls,Gauls,11062,,53183
14,180,Village amparts`s village,amparts,12,Tribe Gauls,Gauls,16643,,59648
12,193,Village Aldea de Feare,Feare,12,Tribe Gauls,Gauls,18973,,62656
14,192,Village Dervish`s village,Dervish,12,Tribe Gauls,Gauls,18972,,62655
12,189,Village Dedina: Marenko,Marenko,12,Tribe Gauls,Gauls,18219,,61675
24,-173,Village BoToX94`s village,BoToX94,12,Tribe Romans,Romans,15485,,58341
23,-159,Village Village de N3ozik,N3ozik,12,Tribe Gauls,Gauls,13184,,55509
25,-139,Village Jah00r´s Dorp,Jah00r,12,Tribe Romans,Romans,9985,,51882
22,-119,Village Vesnice: donVito,donVito,12,Tribe Teutons,Teutons,7222,,47492
20,-112,Village MysticFriend´s Dorp,MysticFriend,12,Tribe Romans,Romans,6318,,45889
19,-89,Village ATOZYGEZINOV Köyü,ATOZYGEZINOV,12,Tribe Romans,Romans,3946,,37913
22,64,Village macko11`s village,macko11,12,Tribe Gauls,Gauls,1941,,26362
17,62,Village S0DDqc6bFs`s village,S0DDqc6bFs,12,Tribe Teutons,Teutons,4540,,25617
21,60,Village Village de Manyo,Manyo,12,Tribe Gauls,Gauls,1768,,25369
19,94,Village Dedina: maiom13020,maiom13020,12,Tribe Gauls,Gauls,4408,,40534
20,114,Village PlushWarrior`s village,PlushWarrior,12,Tribe Gauls,Gauls,6623,,46351
24,142,Village Vesnice: Liska,Liska,12,Tribe Gauls,Gauls,10452,,52383
19,150,Village eogon`s village,eogon,12,Tribe Gauls,Gauls,11520,,53689
17,162,Village cetinboss Köyü,cetinboss,12,Tribe Gauls,Gauls,13455,,55854
22,190,Village AtaberkAslan Köyü,AtaberkAslan,12,Tribe Gauls,Gauls,18579,,62137
27,-194,Village Villaggio di DarkNatar03,DarkNatar03,12,Tribe Romans,Romans,19524,,63389
32,-158,Village Деревня евпатория,евпатория,12,Tribe Romans,Romans,13186,,55511
29,-127,Village KingsNeverDie Köyü,KingsNeverDie,12,Tribe Gauls,Gauls,8436,,49605
30,-128,Village BrgyTibay`s village,BrgyTibay,12,Tribe Teutons,Teutons,8577,,49955
32,-131,Village Antochia Köyü,Antochia,12,Tribe Gauls,Gauls,9129,,50830
28,-122,Village Деревня Ksardos,Ksardos,12,Tribe Romans,Romans,7771,,48526
30,-72,Village Mardekar,Voldemort,12,Tribe Gauls,Gauls,2626,,74643
26,-49,Village LoyalAxe`s village,LoyalAxe,12,Tribe Teutons,Teutons,978,,19994
28,3,Village s03,Spenceru,12,D.H.,Gauls,326,5,75018
29,16,Village GAMOO`s village,GAMOO,12,Tribe Gauls,Gauls,128,,17400
34,144,Village Vesnice: Broxter,Broxter,12,Tribe Gauls,Gauls,11058,,53179
197,-193,Village Aldeia do pikapuka,pikapuka,11,Tribe Gauls,Gauls,26187,,71614
-199,-176,Village Solemghost26`s by,Solemghost26,11,Tribe Gauls,Gauls,26024,,71428
-198,-177,Village SirYeet`s village,SirYeet,11,Tribe Romans,Romans,26010,,71408
197,-171,Village Деревня Romul,Romul,11,Tribe Romans,Romans,25891,,71252
196,-172,Village Osada: MightySenator,MightySenator,11,Tribe Gauls,Gauls,25884,,71242
199,-164,Village Blunabear`s village,Blunabear,11,Tribe Gauls,Gauls,25793,,71131
199,-138,Village Dorf von Sophia1985,Sophia1985,11,Tribe Gauls,Gauls,24978,,70181
-197,-127,Village Rajen`s village,Rajen,11,Tribe Gauls,Gauls,24451,,69506
197,-119,Village Natars 197|-119,Natars,11,Tribe Natars,Natars,1,,69111
199,-103,Village Деревня fffff,fffff,11,Tribe Gauls,Gauls,23613,,68525
-195,-64,Village Aldea de Alvarenga,Alvarenga,11,Tribe Gauls,Gauls,21357,,65749
-198,-49,Village Lipo Köyü,Lipo,11,Tribe Gauls,Gauls,21178,,65531
199,-33,Village Vesnice: CptDoktor,CptDoktor,11,Tribe Gauls,Gauls,20894,,65178
200,-19,Village Село од Marinko018,Marinko018,11,Tribe Romans,Romans,20715,,64976
197,-24,Village Shockx`s village,Shockx,11,Tribe Gauls,Gauls,20115,,64158
197,-11,Village Osada: Demsik,Demsik,11,Tribe Gauls,Gauls,19889,,63879
197,-14,Village Vesnice: LiBeRtyCaP,LiBeRtyCaP,11,Tribe Romans,Romans,19888,,63878
200,-2,Village Aldeia do SmoothShield33,SmoothShield33,11,Tribe Gauls,Gauls,20533,,64673
196,11,Village Pelaajan Perttieräreikä kylä,Perttieräreikä,11,Tribe Teutons,Teutons,19444,,63280
198,22,Village Villaggio di Giovy,Giovy,11,Tribe Gauls,Gauls,20102,,64139
199,27,Village Aldea de Candela,Candela,11,Tribe Gauls,Gauls,20431,,64520
200,50,Village Aldeia do Stabilo,Stabilo,11,Tribe Gauls,Gauls,21311,,65699
-198,61,Village Dorf von Faruk57,Faruk57,11,Tribe Romans,Romans,21421,,65818
-195,83,Village Osada: Grogu,Grogu,11,Tribe Gauls,Gauls,22127,,66665
-196,88,Village Aegon the conqu`s village,Aegon the conqu,11,Tribe Gauls,Gauls,22537,,67153
